wrkstat,wrkslf,occ10,prestg10,indus10,marital,spwrksta,cowrksta,spocc10,sppres10,spind10,coocc10,coind10,pawrkslf,paocc10,papres10,paind10,maocc10,mapres10,maind10,sibs,childs,age,agekdbrn,degree,padeg,madeg,spdeg,major1,sex,race,reg16,mobile16,family16,incom16,born,parborn,granborn,maborn,paborn,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,size,partyid,vote16,vote20,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmslm,colmslm,libmslm,relig,jew,attend,postlife,relig16,jew16,sprel,happy,hapmar,hapcohab,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confedvac,class,rank,satfin,finalter,finrela,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,reborn,marblk,marasian,marhisp,marwht,wordsum,sei10,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,condom,idu30,evcrack,crack30,hivtest,sexornt,year,id,sampcode,sample,phase,sdastrata,sdaclusters,vpsu,vstrat,compwt,wtssnrps,wtssall,wtssnr,wtss,oversamp,formwt,wtssps
 1, 2,2010,54,8370, 1, 1,.i,3255,64,8270,  .i,  .i, 2,3740,59,9470,3600,48,8270, 8,.i,60,18, 2, 1, 1, 3,42, 2, 2, 2, 2, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 2,.i, 2,12,12, 2,  83, 2, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2, 1, 1, 3, 2,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 4,.i, 0,.i, 2,.i, 4, 2, 3,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 8, 3, 2, 1, 2, 1,.s, 1,.i,.i, 2, 2, 2, 2, 2, 8,62.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  24, .i,10,.i,12,1.09200000000000000e+03,   2,2661,1.10129999999999995e+00,1.10127711576581633e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.01637877052340975e+00
 2, 1,4000,50,9290, 5,.i, 7,  .i,60,  .i, 800,6970, 2,3850,60,9470,  .i,.i,  .i, 5,.i,28,21, 1, 1, 1,.i,.i, 1, 1, 2, 2, 3, 4, 1,.i, 0, 1, 1,.i,.i,.i, 2, 1, 0, 1, 1, 2,  83, 7, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 1, 1, 1, 1,.i,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 4,.i, 2,.i, 2,.i,.i, 1,.i, 1, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 3, 2, 1, 3, 4, 3, 1, 4,.i,.i, 2, 3, 3, 3, 3, 5,32.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  25, .i,10,.i,12,1.07300000000000000e+03,   2,2661,1.35719999999999996e+00,1.35721705175813434e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.19679167777315199e+00
 5, 2,5700,47,8190, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,9620,25,4970,5700,47,7470, 0,.i,82,24, 1, 0, 0,.i,.i, 2, 1, 2, 2, 1, 3, 1,.i, 2, 1, 1,.i,.i,.i, 1,.i, 0,12,.i, 2,  83, 6, 1, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2, 2, 2, 2, 2,.i,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 7,.i, 1,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 5, 3, 2, 2, 1, 1, 2, 1,.i,.i, 2, 4, 2, 4, 4, 6,38.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  26, .i,10,.i,12,1.08600000000000000e+03,   2,2661,4.78499999999999981e-01,4.78539283577427754e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.30544895710333386e-01
 1, 2,  20,50,7070, 1, 5,.i,2015,47,9470,  .i,  .i,.i,  .i,.i,  .i,2015,47,9470, 2, 0,59,24, 1,.i, 4, 3,.i, 1, 3, 2, 2, 5, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3, 0, 3,12,12, 2,  83, 0, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 2, 1, 5, 2, 1, 5, 2, 1, 4, 2, 2,.i, 0, 1, 2,.i, 2, 2, 1,.i, 1, 1, 1, 1, 1, 3, 3, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2,.i, 2,.i, 2, 1, 3,.i,.i, 1, 4, 2, 1, 2,.i,.i,.i,.i,.i,68.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  27, .i,10,.i,12,1.07300000000000000e+03,   2,2661,5.98300000000000054e-01,5.98326257005312279e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.39751738722314744e-01
 5, 2,4600,35,9290, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6840,40, 390,  .i,.i,  .i, 1, 2,86,.i, 1, 0, 0,.i,.i, 2, 2, 0, 3, 1, 3, 2,.i, 4, 2, 2, 1, 0, 1, 4, 0, 2,12,.i, 2,  83, 0, 1, 1, 4, 3, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 2,.i, 1, 5, 2, 2, 5, 2, 2, 5, 2, 2, 5, 2, 1,.i, 4,.i, 1,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 5, 3, 2, 3, 2, 1, 1, 4,.i,.i, 2, 1, 1, 1, 1, 8,21.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  28, .i,10,.i,12,1.07400000000000000e+03,   2,2661,9.15339999999999954e+00,9.15365026586938058e+00,                     .y,                     .y,                     .y,1.0000,1.000,8.56019061738439113e+00
 1,.n,9830,62,9870, 1, 8,.i, 230,59,7890,  .i,  .i, 2,4220,24,7070,4020,33,8470, 4,.i,36,31, 3, 0, 0, 3,70, 1, 3, 2,.i, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 1, 0, 2,12,.r, 2,  83, 1, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 2, 1, 1, 2, 1,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 2,.i, 7, 1, 2,.i, 2, 3, 1,.i, 3, 1, 2, 1, 2, 2, 2, 3, 2, 3, 3, 3, 2, 3, 2, 3, 2, 2,.i, 3,.i, 3, 3, 3,.i,.i, 2, 4, 2,.i, 2,.i,.i,.i,.i,.i,50.4, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022,  29, .i,10,.i,12,1.09800000000000000e+03,   2,2661,1.31200000000000011e-01,1.31239358268111395e-01,                     .y,                     .y,                     .y,1.0000,1.000,1.20150057231262347e-01
 5, 2,5840,38,6990, 1, 5,.i, 430,39,7790,  .i,  .i, 2,3540,53,9480,2310,61,7860, 3,.i,79,21, 1, 3, 3, 1,.i, 2, 1, 2, 2, 1, 2, 1,.i, 0, 1, 1,.i,.i,.i, 2, 0, 0,.r,.i, 2,  13, 6, 1, 1, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 3, 1,.d, 2, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 0,.n, 2,.i, 1, 3, 1,.i, 2,.i, 2, 2, 2, 2, 3, 3, 3, 3, 2, 3, 3, 3, 2, 3, 3, 3,.i, 3,.i, 1, 3, 3, 4, 1,.i,.i, 1,.i, 2, 4, 3, 3, 3, 6,39.2, 1, 1,.i,.i,.i,.i,.i,.s,.i, 2,.i, 2, 2,2022,  30, .i,10,.i,12,1.07100000000000000e+03,   1,2662,1.10759999999999992e+00,1.10759956950541416e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.00608565015452234e+00
 1, 2,5550,45,6370, 1, 1,.i,4010,38,8690,  .i,  .i, 1, 430,39,7790,5860,32,9470, 6, 0,65,34, 1, 1, 2, 1,.i, 1, 3, 8, 3, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,12,12, 2,  13, 3, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 4, 2, 1, 5, 1, 1, 5, 2, 1, 5, 2, 4,.i, 0,.i, 2,.i, 4, 2, 1,.i, 2, 2,.i,.i,.i, 2, 2, 3, 2, 3, 2, 2, 1, 3, 3, 1, 3, 1,.i, 2,.i, 3, 3, 3,.i,.i, 1, 4, 2, 2, 2,.i,.i,.i,.i,.i,58.4, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,  31, .i,10,.i,12,1.07100000000000000e+03,   1,2662,3.40000000000000024e-01,3.40040479284431929e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.12816941536778581e-01
 8, 2,  .n,.i,  .n, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .n,.i,  .n,  .i,.i,  .i, 4,.s,.n,90, 4, 1,.i,.i,.n,.d,.i, 2, 2, 1,.s, 1,.i, 0, 1, 1,.s,.s,.s, 2,.i,.s,.s,.r, 2,  13, 7,.d,.s, 4, 1, 1, 1, 1, 3, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 5, 2, 1, 5, 2, 1, 4, 2,10,.i,.s,.i, 1,.i,.i, 3,.i,.i, 2, 2,.i,.i,.i, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3,.i, 4,.i, 3, 3, 1,.i,.i, 1, 4, 3, 1, 1,.i,.i,.i,.i,.i,  .i, 8, 2,.i,.i,.i,.i,.i,.d,.i,.d,.i,.d,.s,2022,  32, .i,10,.i,12,1.09000000000000000e+03,   1,2662,6.04400000000000048e-01,6.04447607634035933e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.28329176052617755e-01
 5, 2,3600,48,8190, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6230,44,7070,4110,.i,8680, 0,.i,76,16, 1, 1, 0,.i,.i, 2, 1, 2, 1, 6, 4, 1,.i, 1, 1, 1,.i,.i,.i, 1,.i, 0, 9,.i, 2,  13, 3, 1, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 2, 1, 2,.d, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0, 1, 2,.i,.i, 2,.i,.i, 4,.i, 2, 1, 2, 2, 2, 3, 2, 3, 2, 3, 1, 3, 3, 1, 3, 1,.i, 1,.i, 3, 2, 2, 4, 3,.i,.i, 2,.i, 2, 3, 3, 3, 3, 8,24.2, 0,.i,.i,.i,.i,.i,.i, 2,.i, 1, 4, 2, 3,2022,  33, .i,10,.i,12,1.09500000000000000e+03,   1,2662,4.78499999999999981e-01,4.78539283577427754e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.30544895710333386e-01
 5, 2,2010,54,8370, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 1,4700,38,5090,5120,45,2870, 1,.i,72,27, 3, 1, 1,.i, 9, 2, 1, 1, 3, 1, 3, 1,.i, 4, 1, 1,.i,.i,.i, 2, 0, 1,12,.i, 2,  13, 2, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 3, 1, 2, 1, 2, 1, 5,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 5,.i, 7, 1, 2,.i,.i, 2,.i,.i, 4, 1, 1, 2, 2, 2, 2, 2, 2, 3, 3, 2, 2, 2, 3, 2, 3, 3,.i, 2,.i, 1, 3, 3,.i,.i, 1, 4, 2,.i, 1,.i,.i,.i,.i,.i,62.9, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,  34, .i,10,.i,12,1.10400000000000000e+03,   1,2662,3.11410000000000009e+00,3.11413413456545252e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.83682140110923431e+00
 7, 2,5110,40,6990, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2, 860,43,6990,5820,37,6990, 0, 0,62,26, 1, 1, 1,.i,.i, 2, 1, 2, 2, 1, 4, 1,.i, 2, 1, 1, 0, 0, 0, 1,.i, 0,12,.i, 2,  13, 0, 1, 1, 4, 3, 1, 1, 1, 1, 1, 3, 1, 3, 3, 2, 1, 1, 2, 1, 1, 3, 1,.i, 1, 5, 2, 2, 5, 2, 1, 5, 2, 2, 5, 2, 4,.i, 0, 1, 2,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 3, 3, 2, 2, 4, 2, 2, 4,.i,.i, 2, 1, 1, 1, 1, 6,33.4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  35, .i,10,.i,12,1.07300000000000000e+03,   1,2662,5.61300000000000021e-01,5.61350066273310522e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.95257396473945177e-01
 2, 2,5620,25,7390, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,8640,31,2170,4610,48,9290, 1,.i,46,.i, 2, 1, 1,.i, 9, 1, 1, 2, 1, 1, 2, 1,.i, 1, 1, 1,.i,.i,.i, 2, 0, 1,12,10, 2,  13, 1, 1, 1, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 3, 3, 2, 2, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 2,.i, 2, 2, 2,.i,.i, 3,.i,.i, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,10, 3, 2, 4, 4, 4, 1, 4,.i,.i, 2, 2, 2, 2, 2, 5,23.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  36, .i,10,.i,12,1.08500000000000000e+03,   1,2662,1.04810000000000003e+00,1.04812313092475784e+00,                     .y,                     .y,                     .y,1.0000,1.000,9.17589461126545713e-01
 5, 2,4820,58,6970, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,9130,35,1170,4220,24,7690, 3, 0,84,28, 2,.i, 0,.i, 9, 1, 1, 2, 2, 1, 2, 1,.i, 4, 1, 1, 0, 0, 0, 1,.i, 0,12,.i, 2,  39, 7, 1, 2, 7, 1, 1, 1, 1, 1, 2, 3, 3, 1, 3, 2, 2, 1, 3, 2, 1, 2, 1, 5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.i, 7, 1, 2,.i,.i, 2,.i,.i, 4,.i, 1, 2, 1, 2, 2, 1, 1, 3, 3, 3, 1, 2, 1, 1, 3, 1,.i, 3, 6, 2, 1, 4, 3, 3,.i,.i, 2, 1, 1, 3, 3, 3, 1, 7,71.0,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  37, .i,10,.i,12,1.08400000000000000e+03,   1,2662,2.26149999999999984e+00,2.26159004876924286e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.04133389544114641e+00
 5, 2,9620,25,6170, 1, 5,.i, 530,42,9370,  .i,  .i, 2,7700,50,2290,  .i,.i,  .i,.s,.i,79,27, 1,.i,.i, 1,.i, 1, 1, 2,.i, 1, 2, 1,.i, 4, 1, 1,.i,.i,.i, 2, 0, 0,12,.i, 2,  39, 4, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 1, 2, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.i, 3,.i, 2,.i, 2, 2, 1,.i, 2,.i,.i,.i,.i, 3, 2, 2, 2, 2, 2, 2, 2, 3, 2, 2, 3, 3,.i, 2,.i, 3, 2, 2, 3, 2,.i,.i, 2,.i, 2, 4, 3, 3, 4, 6,23.3, 0,.i,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 3,2022,  38, .i,10,.i,12,1.07100000000000000e+03,   1,2662,1.17959999999999998e+00,1.17963732221947359e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.07497903296455788e+00
 1, 2,2310,61,7860, 1, 1,.i,  50,53,3190,  .i,  .i, 2,5120,45,9380,5700,47,9370, 1, 2,38,26, 3, 3, 1, 3,45, 2, 1, 2, 1, 1, 5, 1,.i, 2, 1, 1, 0, 2, 0, 2, 0, 2,12,12, 2,  39, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 2, 1, 1, 1, 1, 2,.i, 1, 4, 2, 2, 5, 1, 2, 4, 1, 2, 5, 1, 2,.i, 2,.i, 2,.i, 2, 2, 1,.i, 3, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 5, 2, 3, 4, 4, 1, 1, 4,.i,.i, 2, 1, 1, 1, 3, 9,80.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  39, .i,10,.i,12,1.07300000000000000e+03,   1,2662,8.54899999999999993e-01,8.54960897748516691e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.72856149361751510e-01
 1, 2,4800,38,6480, 3,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i, 136,53,6480, 1,.i,64,37, 1,.i, 1,.i,.i, 1, 1, 2,.i, 5, 2, 1,.i, 1, 1, 1,.i,.i,.i, 1,.i, 1,12,12, 2,  39, 5, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 1, 1, 1, 1, 1, 3,.i, 4,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 4,.i, 2,.d, 3, 4,.i, 2,.i,.i, 1, 1, 2, 1, 2, 2, 2, 2, 2, 2, 3, 2, 1, 2, 3, 2, 3, 1,.i, 2,.i, 3, 3, 3,.i,.i, 1, 4, 2,.i, 2,.i,.i,.i,.i,.i,61.5, 2, 1, 1,.i,.i,.i,.i, 2,.i, 2,.i, 1, 3,2022,  40, .i,10,.i,12,1.07600000000000000e+03,   1,2662,5.97799999999999998e-01,5.97860009373302415e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.29170967748458065e-01
 1, 2, 350,64,8390, 1, 1,.i, 230,59,7860,  .i,  .i,.i,  .i,.i,  .i,5700,47,7860, 4, 0,49,21, 3,.i, 3, 4,36, 2, 1, 2,.i, 5, 1, 2,.i, 2, 1, 1, 0, 0, 0, 3, 0, 3,12,12, 2,  14, 5, 1, 1, 4, 2, 1, 1, 3, 1,.d, 2, 2, 2, 3, 2, 3, 2, 1, 3, 1, 1, 2, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1, 5, 2, 3, 1, 3, 2, 2,.i, 2,.i, 2, 1, 3, 2,.d,.d, 2, 3, 3, 3, 2,.d, 2, 2, 3, 2,.i, 2, 5, 2, 2, 4,.n, 2,.i,.i, 1, 2, 2, 3, 3, 3, 1, 8,71.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  41, .i,10,.i,12,1.09900000000000000e+03,   2,2662,1.68690000000000007e+00,1.68690200262621626e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.50955738771094494e+00
 5, 2,5120,45,7290, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,  .n,.i,2970,5310,50,8190, 6,.i,65,.i, 1, 1, 1,.i,.i, 2, 1, 2, 2, 1, 2, 1,.i,.i, 1, 1,.i,.i,.i, 1,.i, 1, 5,.d, 2,  14, 2, 2,.d, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 1, 1, 2, 1, 1,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 2,.i, 5,.i, 2,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i, 1, 2, 2, 2, 3, 2, 3, 1, 2, 2, 1, 2, 1,.i, 2,.i, 2, 2, 2,.i,.i, 1, 4, 2,.i, 2,.i,.i,.i,.i,.i,38.3, 0,.i,.i,.i,.i,.i,.i,.d,.i, 2,.i, 2, 3,2022,  42, .i,10,.i,12,1.07500000000000000e+03,   2,2662,4.78499999999999981e-01,4.78539283577427754e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.30544895710333386e-01
 4, 2,4030,21,8680, 5,.i, 1,  .i,48,  .i,1107,7380, 2,3050,66,8190,  .i,.i,  .i, 4, 0,29,.i, 3, 3, 1,.i,44, 2, 3, 3, 3, 1, 3, 1,.i, 4, 2, 2, 0, 0, 0, 2, 1, 1,12, 9, 2,  14, 1, 2, 2, 2, 2, 1, 1, 1, 3, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2, 1, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 3, 1, 1,.i,.i, 3,.i, 2, 2,.i, 2, 2, 3, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 2, 3, 3,.i, 3, 4, 3, 1, 2, 3, 3,.i,.i, 2, 2, 2, 3, 2, 3, 3, 9,13.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  43, .i,10,.i,12,1.09900000000000000e+03,   2,2662,5.03669999999999973e+00,5.03678595657775041e+00,                     .y,                     .y,                     .y,1.0000,1.000,4.38833844276502738e+00
 1, 2, 420,52,8370, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4850,45,4380,2310,61,7860, 0,.i,30,.i, 4, 3, 3,.i, 9, 1, 2, 2, 1, 1, 3, 1,.i, 0, 1, 1,.i,.i,.i, 3, 0, 5,.i,12, 2,  14, 3, 1, 1, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 1,.d, 1, 1,.d,.d,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 5,.i, 8, 1, 1,.i,.i, 2,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 5, 3, 3, 3,.d, 1, 1,.d,.i,.i, 1, 2, 2, 2, 2, 5,67.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  44, .i,10,.i,12,1.09300000000000000e+03,   2,2662,1.00039999999999996e+00,1.00038161946806547e+00,                     .y,                     .y,                     .y,1.0000,1.000,9.31057613339712042e-01
 7, 2,4110,31,8680, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 1,7200,45,8770,4230,25,9290, 0, 1,30,26, 1, 1, 1,.i,.i, 2, 2, 2, 2, 1, 3, 2,.i, 4, 2, 1, 1, 0, 0, 1, 0, 0, 1,.i, 2,  14, 3, 3, 3, 4, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 2, 2, 1, 3, 1, 1, 1, 5, 1, 1, 5, 1, 1, 4, 1, 1, 5, 1, 5,.i, 3,.i, 1,.i,.i, 2,.i,.i, 3, 2,.i,.i,.i, 3, 2, 2, 2, 2, 2, 3, 2, 3, 2, 3, 3, 2,.i, 1,.i, 3, 2, 1,.i,.i, 1, 4, 2, 1, 1,.i,.i,.i,.i,.i,19.6, 2, 2, 2, 2, 1, 2,.i, 1,.i, 2,.i, 1, 3,2022,  45, .i,10,.i,12,1.09200000000000000e+03,   2,2662,3.31600000000000006e-01,3.31635616043339077e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.24205814417029003e-01
 1, 2,3255,64,8270, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 1,4200,37,7690,3255,64,8190, 5, 1,50,33, 3, 0, 3,.i,42, 2, 2, 2, 2, 3, 2, 1,.i, 0, 1, 1, 0, 0, 1, 1, 0, 2,12,12, 2,  14, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1,.d, 1, 2, 1, 5, 2, 1, 5, 2, 1, 5, 2, 1, 5, 2, 4,.i, 2, 1, 2,.i,.i, 3,.i,.i, 2, 1, 2, 3, 1, 2, 2, 2, 3, 3,.d, 2, 3, 3, 3, 2, 3, 2,.i, 2,.i, 2, 1, 4,.i,.i, 3, 3, 2, 1, 2,.i,.i,.i,.i,.i,84.2, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 1, 2,2022,  46, .i,10,.i,12,1.09400000000000000e+03,   2,2662,3.69499999999999995e-01,3.69538547320702460e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.42027653512867513e-01
 1, 2,5240,31,7390, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,5140,40, 570, 4, 3,32,21, 1,.i, 1,.i,.i, 2, 2, 2, 1, 5, 2, 1,.i, 0, 1, 1, 2, 1, 0, 1,.i, 1,12,12, 2,  14, 3, 2, 2, 3, 3, 1, 1, 1,.d, 1, 1, 1, 3, 3, 2, 2, 1,.d, 1, 1,.d, 2,.i,.d, 4, 1, 2, 5, 1, 2, 4, 1, 2, 5, 1, 4,.i, 2, 1,.d,.d,.i, 2,.i,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.d, 3, 3, 2, 3, 3, 1, 1,.i,.i, 1, 3, 3, 3, 3, 4,37.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,  47, .i,10,.i,12,1.09700000000000000e+03,   2,2662,4.03100000000000014e-01,4.03134908903407030e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.69375525894642676e-01
 8, 2, 710,51,7390, 1, 1,.i,5700,47,9590,  .i,  .i, 2, 430,39,6990,2430,55,8190, 1,.i,52,39, 3, 1, 1, 3,25, 1, 1, 2,.i, 1, 4, 1,.i, 3, 1, 1,.i,.i,.i, 2, 0, 2,12,12, 2,  48, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 3, 2, 2, 3, 3, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.i, 6,.i, 2,.i, 4, 2, 2,.i, 2,.i,.i,.i,.i, 2, 1, 2, 3, 3, 2, 3, 2, 3, 1, 2, 3, 1,.i, 3,.i, 2, 2, 4, 2, 1,.i,.i, 2,.i, 2, 3, 3, 3, 3, 9,78.3, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,  48, .i,10,.i,12,1.07400000000000000e+03,   2,2662,1.07469999999999999e+00,1.07471424028676177e+00,                     .y,                     .y,                     .y,1.0000,1.000,9.72376970430594456e-01
